,horsepower,engine,energie,boite_de_vitesse,porte,couleur,premiere_main,departement,age,Finition
389,75.0,1.5,Diesel,meca,5.0,rouge,non,40,1461,Business
390,90.0,1.5,Diesel,meca,5.0,blanc,oui,69,847,Societe
391,90.0,0.9,Essence,meca,5.0,autre,oui,59,2609,Expression
392,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1499,Zen
393,120.0,1.2,Essence,auto,5.0,gris,oui,76,1829,Intens
394,90.0,1.5,Diesel,meca,5.0,blanc,non,13,347,Business
395,90.0,1.5,Diesel,meca,5.0,gris,non,94,2956,Business
396,75.0,1.5,Diesel,meca,5.0,gris,non,44,2330,Business
397,90.0,0.9,Essence,meca,5.0,gris,non,33,279,Limited
398,90.0,0.9,Essence,meca,5.0,gris,oui,29,509,autre
399,90.0,0.9,Essence,meca,5.0,autre,oui,92,1581,Intens
400,90.0,0.9,Essence,meca,5.0,blanc,non,86,479,autre
401,75.0,1.2,Essence,meca,5.0,blanc,non,44,1518,autre
402,75.0,1.5,Diesel,meca,5.0,blanc,non,88,1318,Zen
403,90.0,1.5,Diesel,meca,5.0,gris,non,92,718,Business
404,90.0,1.5,Diesel,meca,5.0,gris,non,93,719,Business
405,90.0,0.9,Essence,meca,5.0,gris,oui,76,934,Zen
406,90.0,0.9,Essence,meca,5.0,gris,non,30,1167,Limited
407,75.0,1.5,Diesel,meca,5.0,blanc,oui,32,1169,Zen
408,90.0,0.9,Essence,meca,5.0,bleu,non,81,1244,Intens
409,90.0,0.9,Essence,meca,5.0,rouge,oui,72,620,Intens
410,75.0,1.2,Essence,meca,5.0,blanc,non,10,840,autre
411,75.0,1.2,Essence,meca,5.0,gris,oui,94,1225,Limited
412,75.0,1.2,Essence,meca,5.0,blanc,non,64,1079,autre
413,90.0,0.9,Essence,meca,5.0,rouge,non,33,413,Intens
414,75.0,1.5,Diesel,meca,5.0,autre,oui,79,2021,Zen
415,90.0,1.5,Diesel,meca,5.0,blanc,oui,18,1073,Business
416,120.0,1.2,Essence,auto,5.0,blanc,oui,45,1136,Intens
417,90.0,1.5,Diesel,meca,5.0,noir,non,88,845,Business
418,90.0,1.5,Diesel,meca,5.0,blanc,oui,13,1071,Limited
419,90.0,0.9,Essence,meca,5.0,titane,oui,63,678,Intens
420,90.0,0.9,Essence,meca,5.0,gris,non,83,486,Intens
421,75.0,1.5,Diesel,meca,5.0,rouge,oui,30,1720,Limited
422,75.0,1.5,Diesel,meca,5.0,blanc,non,67,1021,Zen
423,90.0,1.5,Diesel,meca,5.0,gris,non,34,1374,Business
424,90.0,1.5,Diesel,meca,5.0,gris,non,57,863,Intens
425,90.0,1.5,Diesel,meca,5.0,blanc,oui,95,936,autre
426,90.0,1.5,Diesel,meca,5.0,noir,non,62,499,Limited
427,90.0,1.5,Diesel,meca,5.0,noir,non,44,522,Intens
428,75.0,1.5,Diesel,meca,5.0,blanc,oui,17,1233,Zen
429,90.0,0.9,Essence,meca,5.0,blanc,oui,34,1251,Zen
430,90.0,0.9,Essence,meca,5.0,blanc,non,29,68,autre
431,75.0,1.2,Essence,meca,5.0,blanc,oui,67,1762,Limited
432,70.0,1.5,Diesel,meca,3.0,blanc,oui,91,2896,Societe
433,90.0,1.5,Diesel,meca,5.0,gris,non,49,3476,Expression
434,75.0,0.9,Essence,meca,5.0,titane,non,42,579,Limited
435,85.0,1.5,Diesel,meca,5.0,gris,oui,73,81,Intens
436,110.0,1.6,Essence,auto,5.0,gris,oui,67,4040,autre
437,75.0,0.9,Essence,meca,5.0,gris,oui,37,421,Business
438,90.0,0.9,Essence,meca,5.0,blanc,non,79,459,Business
439,90.0,0.9,Essence,meca,5.0,gris,oui,13,368,Intens
440,90.0,0.9,Essence,meca,5.0,gris,oui,28,577,Intens
441,75.0,1.2,Essence,meca,5.0,noir,oui,13,3434,Intens
442,65.0,1.5,Diesel,meca,3.0,blanc,non,17,5974,Societe
443,16.0,1.2,Essence,meca,5.0,bleu,oui,75,6781,Expression
444,90.0,0.9,Essence,meca,5.0,rouge,non,16,1209,Intens
445,85.0,1.5,Diesel,meca,5.0,noir,oui,77,3571,autre
446,70.0,1.5,Diesel,meca,5.0,gris,non,69,4669,autre
447,75.0,0.9,Essence,meca,5.0,noir,non,57,525,Limited
448,90.0,0.9,Essence,meca,5.0,rouge,non,81,474,Intens
449,90.0,0.9,Essence,meca,5.0,gris,oui,37,522,autre
450,90.0,0.9,Essence,meca,5.0,gris,non,73,1003,Limited
451,75.0,1.2,Essence,meca,5.0,blanc,oui,91,1310,Zen
452,90.0,0.9,Essence,meca,5.0,gris,oui,66,989,Zen
453,75.0,1.2,Essence,meca,5.0,rouge,non,60,1076,Limited
454,75.0,1.2,Essence,meca,5.0,platine,non,28,724,Zen
455,75.0,1.5,Diesel,meca,5.0,blanc,non,33,865,Business
456,75.0,1.5,Diesel,meca,5.0,blanc,oui,17,972,Business
457,90.0,1.5,Diesel,auto,5.0,gris,non,73,725,Business
458,90.0,1.5,Diesel,meca,5.0,blanc,non,4,603,Business
459,90.0,1.5,Diesel,meca,5.0,blanc,non,6,575,Business
460,90.0,1.5,Diesel,meca,5.0,gris,non,83,706,Limited
461,75.0,1.2,Essence,meca,5.0,noir,non,33,712,Limited
462,120.0,1.2,Essence,meca,5.0,blanc,oui,76,1088,Limited
463,90.0,1.5,Diesel,meca,5.0,noir,non,44,530,Limited
464,95.0,0.9,Essence,meca,5.0,rouge,oui,6,1722,Zen
465,75.0,1.5,Diesel,meca,5.0,blanc,oui,94,1724,Business
466,75.0,1.5,Diesel,meca,5.0,blanc,non,44,1534,Zen
467,75.0,1.5,Diesel,meca,5.0,blanc,non,26,1609,Zen
468,75.0,0.9,Essence,meca,5.0,gris,oui,91,314,Business
469,90.0,0.9,Essence,meca,5.0,blanc,non,44,1384,Business
470,90.0,0.9,Essence,meca,5.0,blanc,oui,66,463,Intens
471,90.0,0.9,Essence,meca,5.0,autre,non,59,1066,Limited
472,90.0,0.9,Essence,meca,5.0,gris,non,77,928,Zen
473,110.0,1.5,Diesel,meca,5.0,rouge,non,33,1084,Intens
474,90.0,0.9,Essence,meca,5.0,platine,non,78,1114,Limited
475,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,507,Business
476,110.0,1.5,Diesel,meca,5.0,gris,oui,4,1194,Intens
477,75.0,1.5,Diesel,meca,5.0,blanc,non,85,1102,Zen
478,90.0,1.5,Diesel,meca,5.0,blanc,oui,34,537,Business
479,75.0,1.5,Diesel,meca,5.0,gris,non,35,888,Business
480,90.0,1.5,Diesel,meca,5.0,noir,non,10,592,Intens
481,90.0,1.5,Diesel,meca,5.0,gris,non,65,911,Intens
482,90.0,1.5,Diesel,meca,5.0,gris,oui,6,591,Intens
483,75.0,0.9,Essence,meca,5.0,blanc,oui,68,620,Societe
484,90.0,0.9,Essence,meca,5.0,blanc,oui,78,1570,Limited
485,90.0,0.9,Essence,meca,5.0,noir,oui,91,561,Intens
486,90.0,0.9,Essence,meca,5.0,gris,non,44,396,Limited
487,90.0,0.9,Essence,meca,5.0,blanc,non,33,1022,Limited
488,75.0,1.2,Essence,meca,5.0,blanc,non,62,1200,Limited
489,75.0,1.2,Essence,meca,5.0,gris,non,77,876,Limited
490,115.0,1.5,Diesel,meca,5.0,gris,non,13,102,Business
491,90.0,0.9,Essence,meca,5.0,noir,oui,93,2946,autre
492,90.0,0.9,Essence,meca,5.0,rouge,oui,77,1965,Intens
493,120.0,1.2,Essence,auto,5.0,noir,non,52,2715,autre
494,75.0,1.2,Essence,meca,5.0,gris,oui,33,1480,autre
495,90.0,1.5,Diesel,meca,5.0,rouge,oui,78,1272,Business
496,90.0,1.5,Diesel,meca,5.0,gris,non,35,1805,Business
497,90.0,1.5,Diesel,meca,5.0,blanc,non,62,1226,Intens
498,90.0,1.5,Diesel,meca,5.0,gris,oui,76,1293,Intens
499,120.0,1.2,Essence,auto,5.0,rouge,non,59,1773,autre
500,90.0,1.5,Diesel,auto,5.0,rouge,non,86,2408,Intens
501,90.0,1.5,Diesel,auto,5.0,gris,oui,60,1317,Business
502,90.0,1.5,Diesel,meca,5.0,noir,non,76,1128,Business
503,90.0,1.5,Diesel,meca,5.0,noir,non,76,1905,Business
504,200.0,1.6,Essence,auto,5.0,rouge,non,88,1521,RS
505,90.0,1.5,Diesel,meca,5.0,gris,non,76,1098,Business
506,75.0,1.5,Diesel,meca,5.0,blanc,oui,35,2063,Societe
507,75.0,1.5,Diesel,meca,5.0,blanc,oui,33,1234,Societe
508,100.0,1.0,Essence,meca,5.0,gris,oui,6,45,Intens
509,100.0,1.0,Essence,meca,5.0,blanc,oui,83,310,Zen
510,130.0,1.3,Essence,auto,5.0,gris,oui,77,99,Intens
511,75.0,1.5,Diesel,meca,5.0,gris,non,33,1699,Societe
512,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1780,Societe
513,90.0,1.5,Diesel,meca,5.0,blanc,oui,91,1337,Societe
514,100.0,1.0,Essence,meca,5.0,gris,oui,10,221,Intens
515,100.0,1.0,Essence,meca,5.0,gris,oui,6,94,RS
516,115.0,1.5,Diesel,meca,5.0,noir,non,67,61,RS
517,115.0,1.5,Diesel,meca,5.0,gris,oui,83,430,Intens
518,130.0,1.3,Essence,auto,5.0,rouge,non,91,57,Zen
519,75.0,1.5,Diesel,meca,5.0,blanc,non,16,2780,Expression
520,85.0,1.5,Diesel,meca,5.0,noir,non,79,4574,autre
521,75.0,1.2,Essence,meca,5.0,blanc,non,78,3422,autre
522,90.0,0.9,Essence,meca,5.0,gris,non,78,857,Intens
523,90.0,0.9,Essence,meca,5.0,gris,oui,37,586,Intens
524,75.0,1.5,Diesel,meca,3.0,blanc,non,6,2681,Societe
525,90.0,0.9,Essence,meca,5.0,gris,oui,83,541,Business
526,90.0,0.9,Essence,meca,5.0,gris,non,62,773,Intens
527,85.0,1.5,Diesel,meca,5.0,gris,non,25,353,Business
528,75.0,1.5,Diesel,meca,5.0,rouge,non,10,497,Business
529,90.0,1.5,Diesel,meca,5.0,gris,oui,49,540,Business
530,90.0,1.5,Diesel,meca,5.0,autre,non,4,1555,Intens
531,90.0,0.9,Essence,meca,5.0,gris,non,84,532,Intens
532,90.0,1.5,Diesel,auto,5.0,gris,non,85,877,Business
533,90.0,1.5,Diesel,meca,5.0,gris,oui,33,904,Intens
534,90.0,0.9,Essence,meca,5.0,autre,non,59,922,Intens
535,90.0,0.9,Essence,meca,5.0,gris,oui,33,515,Limited
536,120.0,1.2,Essence,auto,5.0,rouge,oui,59,1132,Intens
537,90.0,0.9,Essence,meca,5.0,gris,oui,54,463,Intens
538,75.0,1.5,Diesel,meca,5.0,noir,non,94,553,Business
539,120.0,1.2,Essence,auto,5.0,bleu,oui,28,894,Intens
540,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1442,Zen
541,90.0,0.9,Essence,meca,5.0,blanc,non,85,1138,Limited
542,90.0,0.9,Essence,meca,5.0,gris,oui,77,724,autre
543,85.0,1.5,Diesel,meca,5.0,bleu,oui,72,26,Intens
544,75.0,1.2,Essence,meca,5.0,blanc,non,59,1794,Limited
545,75.0,1.5,Diesel,meca,5.0,blanc,oui,72,770,Business
546,90.0,1.5,Diesel,meca,5.0,gris,non,45,1784,Business
547,90.0,0.9,Essence,meca,5.0,rouge,oui,93,2507,Zen
548,100.0,1.0,Essence,meca,5.0,gris,oui,83,423,Zen
549,100.0,1.6,Hybride essence électrique,meca,5.0,gris,non,57,37,Zen
550,85.0,1.5,Diesel,meca,5.0,gris,oui,76,423,Zen
551,75.0,0.9,Essence,meca,5.0,gris,oui,69,453,Limited
552,75.0,0.9,Essence,meca,5.0,bleu,non,87,368,autre
553,90.0,0.9,Essence,meca,5.0,gris,non,59,367,autre
554,90.0,0.9,Essence,meca,5.0,gris,non,91,699,Intens
555,110.0,1.5,Diesel,meca,5.0,bleu,non,34,1165,Intens
556,90.0,1.5,Diesel,meca,5.0,gris,oui,55,851,Business
557,75.0,1.5,Diesel,meca,5.0,blanc,oui,34,1387,Zen
558,90.0,1.5,Diesel,auto,5.0,noir,non,91,1251,autre
559,90.0,1.5,Diesel,meca,5.0,gris,oui,55,1359,Intens
560,120.0,1.2,Essence,auto,5.0,noir,oui,91,718,Intens
561,90.0,1.5,Diesel,meca,5.0,blanc,non,63,1093,Business
562,75.0,1.5,Diesel,meca,5.0,blanc,oui,93,1113,Business
563,75.0,1.5,Diesel,meca,5.0,gris,oui,51,1250,Business
564,120.0,1.2,Essence,auto,5.0,rouge,non,17,2340,Intens
565,65.0,1.5,Diesel,meca,5.0,rouge,non,10,4540,autre
566,90.0,1.5,Diesel,meca,5.0,blanc,non,47,1260,Intens
567,90.0,1.5,Diesel,meca,5.0,gris,oui,28,1634,Limited
568,75.0,1.5,Diesel,meca,5.0,blanc,oui,71,1677,Societe
569,90.0,0.9,Essence,meca,5.0,blanc,oui,48,989,Business
570,90.0,0.9,Essence,meca,5.0,bleu,oui,39,325,Intens
571,100.0,1.0,Essence,meca,5.0,gris,oui,69,38,Zen
572,100.0,1.0,Essence,meca,5.0,orange,non,35,235,RS
573,100.0,1.0,Essence,meca,5.0,titane,non,64,193,Zen
574,120.0,1.2,Essence,meca,5.0,blanc,oui,31,851,Intens
575,65.0,1.5,Diesel,meca,5.0,gris,non,6,6980,Expression
576,75.0,0.9,Essence,meca,5.0,blanc,oui,78,370,Business
577,90.0,1.5,Diesel,meca,5.0,blanc,oui,31,623,Business
578,90.0,1.5,Diesel,meca,5.0,gris,oui,33,641,Intens
579,90.0,1.5,Diesel,meca,5.0,gris,oui,43,617,Intens
580,90.0,1.5,Diesel,meca,5.0,noir,oui,6,552,autre
581,75.0,0.9,Essence,meca,5.0,rouge,oui,63,279,Limited
582,90.0,1.5,Diesel,meca,5.0,blanc,oui,6,656,Intens
583,90.0,0.9,Essence,meca,5.0,noir,oui,14,1523,Intens
584,90.0,1.5,Diesel,meca,5.0,blanc,oui,95,942,Societe
585,90.0,1.5,Diesel,meca,5.0,gris,oui,63,728,Intens
586,90.0,0.9,Essence,meca,5.0,gris,non,62,798,Intens
587,90.0,0.9,Essence,meca,5.0,gris,oui,30,873,Intens
588,16.0,1.4,Essence,meca,5.0,bleu,non,77,6487,autre
589,105.0,1.5,Diesel,meca,5.0,autre,non,78,3347,autre
590,70.0,1.5,Diesel,meca,5.0,blanc,non,42,3661,Expression
591,90.0,0.9,Essence,meca,5.0,gris,oui,44,834,Business
592,90.0,0.9,Essence,meca,5.0,noir,non,33,517,Intens
593,90.0,1.5,Diesel,meca,5.0,blanc,oui,91,1104,Societe
594,100.0,1.0,Essence,meca,5.0,gris,oui,73,73,Intens
595,90.0,0.9,Essence,meca,5.0,autre,non,33,1174,Limited
596,90.0,0.9,Essence,meca,5.0,gris,oui,91,989,Zen
597,75.0,0.9,Essence,meca,5.0,blanc,non,25,592,autre
598,90.0,1.5,Diesel,meca,5.0,gris,non,70,1403,Business
599,75.0,1.5,Diesel,meca,5.0,blanc,non,78,1709,Limited
600,100.0,1.2,Essence,meca,5.0,autre,non,60,3432,autre
601,100.0,1.4,Essence,meca,3.0,gris,non,10,4894,autre
602,90.0,0.9,Essence,meca,5.0,gris,non,33,1035,Business
603,90.0,0.9,Essence,meca,5.0,bleu,oui,54,892,Business
604,90.0,0.9,Essence,meca,5.0,gris,oui,30,910,Business
605,90.0,0.9,Essence,meca,5.0,gris,non,91,649,Intens
606,75.0,0.9,Essence,meca,5.0,gris,non,28,528,Limited
607,90.0,0.9,Essence,meca,5.0,blanc,non,31,347,Intens
608,90.0,1.5,Diesel,meca,5.0,autre,oui,88,2800,autre
609,85.0,1.5,Diesel,meca,5.0,bleu,non,77,3768,autre
610,75.0,0.9,Essence,meca,5.0,gris,non,34,454,Business
611,60.0,1.2,Essence,meca,3.0,rouge,oui,95,3925,autre
612,90.0,1.5,Diesel,meca,5.0,gris,non,31,510,Intens
613,90.0,0.9,Essence,meca,5.0,rouge,non,38,556,Limited
614,90.0,0.9,Essence,meca,5.0,gris,non,71,348,Limited
615,75.0,1.5,Diesel,meca,5.0,blanc,non,86,1400,Zen
616,90.0,1.5,Diesel,meca,5.0,gris,non,30,1480,Business
617,90.0,1.5,Diesel,meca,5.0,gris,non,91,2174,Business
618,75.0,1.5,Diesel,meca,5.0,gris,oui,93,661,Business
619,85.0,1.5,Diesel,meca,5.0,blanc,non,14,3605,autre
620,85.0,1.5,Diesel,meca,5.0,autre,non,94,5197,Expression
621,90.0,0.9,Essence,meca,5.0,rouge,oui,69,967,Limited
622,16.0,1.4,Essence,meca,5.0,gris,non,94,6968,autre
623,16.0,1.4,Essence,meca,5.0,gris,non,95,5514,autre
624,16.0,1.4,Essence,auto,3.0,gris,non,92,7095,autre
625,105.0,1.5,Diesel,meca,3.0,noir,non,74,3963,autre
626,90.0,1.5,Diesel,meca,3.0,autre,non,31,3204,Societe
627,110.0,1.6,Essence,auto,3.0,noir,non,95,4849,autre
628,16.0,1.4,Essence,auto,5.0,bleu,oui,77,5993,autre
629,70.0,1.5,Diesel,meca,5.0,gris,non,28,4127,autre
630,90.0,0.9,Essence,meca,5.0,gris,non,95,574,Intens
631,90.0,0.9,Essence,meca,5.0,gris,non,62,573,Intens
632,90.0,0.9,Essence,meca,5.0,gris,non,35,437,Intens
633,90.0,0.9,Essence,meca,5.0,noir,non,76,1043,Limited
634,90.0,0.9,Essence,meca,5.0,gris,non,36,848,Business
635,90.0,0.9,Essence,meca,5.0,noir,non,37,857,Business
636,90.0,0.9,Essence,meca,5.0,gris,non,57,425,Intens
637,90.0,0.9,Essence,meca,5.0,platine,non,33,1102,Zen
638,75.0,1.2,Essence,meca,5.0,gris,oui,67,1085,Limited
639,75.0,1.2,Essence,meca,5.0,blanc,oui,55,751,autre
640,75.0,1.2,Essence,meca,5.0,gris,oui,38,911,Limited
641,75.0,1.5,Diesel,meca,5.0,gris,oui,78,811,Business
642,75.0,1.5,Diesel,meca,5.0,blanc,non,34,806,Business
643,90.0,1.5,Diesel,meca,5.0,gris,oui,33,862,Intens
644,90.0,1.5,Diesel,meca,5.0,gris,oui,94,788,Intens
645,90.0,1.5,Diesel,meca,5.0,gris,oui,31,524,Zen
646,120.0,1.2,Essence,auto,5.0,noir,non,31,1612,autre
647,120.0,1.2,Essence,auto,5.0,gris,oui,59,1829,Intens
648,75.0,1.2,Essence,meca,5.0,autre,non,95,2723,Expression
649,90.0,1.5,Diesel,meca,5.0,noir,non,17,2892,autre
650,100.0,1.4,Essence,meca,5.0,bleu,non,93,5616,autre
651,75.0,1.2,Essence,meca,5.0,noir,non,13,2070,Zen
652,75.0,1.2,Essence,meca,5.0,blanc,non,35,1761,autre
653,90.0,1.5,Diesel,meca,5.0,blanc,non,47,1719,Business
654,90.0,1.5,Diesel,meca,5.0,blanc,oui,51,1818,Business
655,90.0,1.5,Diesel,meca,5.0,gris,non,86,1044,Intens
656,90.0,1.5,Diesel,meca,5.0,gris,oui,71,1821,Business
657,90.0,0.9,Essence,meca,5.0,autre,oui,45,2039,Intens
658,90.0,1.5,Diesel,meca,5.0,gris,non,35,2075,autre
659,75.0,1.5,Diesel,meca,5.0,blanc,non,91,1415,Societe
660,75.0,1.5,Diesel,meca,5.0,blanc,non,26,1368,Societe
661,90.0,0.9,Essence,meca,5.0,gris,oui,6,1262,Intens
662,90.0,0.9,Essence,meca,5.0,gris,non,44,541,Intens
663,90.0,0.9,Essence,meca,5.0,blanc,non,62,587,Limited
664,100.0,1.2,Essence,meca,5.0,gris,non,94,4403,autre
665,90.0,0.9,Essence,meca,5.0,gris,oui,30,401,Business
666,90.0,0.9,Essence,meca,5.0,bleu,non,28,595,Intens
667,120.0,1.2,Essence,meca,5.0,gris,non,62,1280,Limited
668,90.0,0.9,Essence,meca,5.0,bleu,oui,44,919,Business
669,90.0,0.9,Essence,meca,5.0,blanc,oui,78,893,Limited
670,90.0,0.9,Essence,meca,5.0,rouge,non,68,273,Limited
671,90.0,0.9,Essence,meca,5.0,gris,oui,54,732,Business
672,90.0,0.9,Essence,meca,5.0,blanc,non,31,550,Intens
673,90.0,0.9,Essence,meca,5.0,gris,oui,6,305,Intens
674,90.0,0.9,Essence,meca,5.0,gris,oui,13,469,Limited
675,75.0,1.5,Diesel,meca,5.0,autre,oui,31,3454,Expression
676,75.0,1.5,Diesel,meca,5.0,gris,non,8,2866,autre
677,75.0,1.5,Diesel,meca,5.0,gris,oui,74,950,Societe
678,75.0,1.5,Diesel,meca,5.0,blanc,non,91,1486,Societe
679,90.0,1.5,Diesel,meca,5.0,gris,oui,63,1493,Business
680,90.0,1.5,Diesel,meca,5.0,blanc,oui,47,1056,Business
681,90.0,1.5,Diesel,meca,5.0,noir,non,91,1427,Intens
682,90.0,1.5,Diesel,meca,5.0,noir,non,93,1978,Intens
683,90.0,1.5,Diesel,meca,5.0,gris,non,93,1554,Intens
684,75.0,1.5,Diesel,meca,5.0,blanc,oui,6,2431,Business
685,100.0,1.0,Essence,meca,5.0,gris,non,10,144,Intens
686,85.0,1.5,Diesel,meca,5.0,noir,non,65,3068,Business
687,75.0,1.2,Essence,meca,5.0,rouge,oui,27,3289,Intens
688,85.0,1.5,Diesel,meca,5.0,noir,non,78,3412,autre
689,85.0,1.5,Diesel,meca,5.0,gris,oui,45,3540,autre
690,90.0,1.5,Diesel,meca,5.0,gris,non,84,1235,Intens
691,75.0,1.5,Diesel,meca,5.0,blanc,oui,13,1878,Societe
692,90.0,1.5,Diesel,meca,5.0,blanc,oui,24,2354,Zen
693,75.0,1.5,Diesel,meca,5.0,blanc,oui,95,1640,Societe
694,90.0,1.5,Diesel,meca,5.0,blanc,non,69,1945,Societe
695,90.0,1.5,Diesel,meca,5.0,blanc,oui,10,1397,Societe
696,100.0,1.0,Essence,meca,5.0,gris,oui,38,125,Business
697,100.0,1.0,Essence,meca,5.0,orange,non,10,36,Intens
698,100.0,1.0,Essence,meca,5.0,blanc,non,87,76,Zen
699,115.0,1.5,Diesel,meca,5.0,gris,oui,69,270,Intens
700,130.0,1.3,Essence,auto,5.0,bleu,non,62,134,RS
701,140.0,1.6,Hybride essence électrique,auto,5.0,bleu,non,69,310,Zen
702,75.0,1.2,Essence,meca,5.0,bleu,non,6,3253,autre
703,100.0,1.2,Essence,meca,5.0,gris,non,95,4052,Expression
704,75.0,1.2,Essence,meca,5.0,gris,oui,75,4662,Expression
705,100.0,1.4,Essence,meca,5.0,gris,non,27,4942,autre
706,110.0,1.6,Essence,auto,5.0,autre,non,78,4510,autre
707,90.0,0.9,Essence,meca,5.0,noir,non,77,421,Intens
708,90.0,0.9,Essence,meca,5.0,blanc,oui,60,458,Business
709,90.0,0.9,Essence,meca,5.0,blanc,oui,54,275,autre
710,75.0,1.2,Essence,meca,5.0,noir,non,71,3327,Intens
711,105.0,1.5,Diesel,meca,3.0,noir,non,13,3825,autre
712,90.0,0.9,Essence,meca,5.0,noir,non,78,1472,Business
713,105.0,1.5,Diesel,meca,5.0,autre,non,22,2882,autre
714,75.0,1.5,Diesel,meca,5.0,noir,oui,42,3267,Expression
715,90.0,0.9,Essence,meca,5.0,noir,non,88,1590,Intens
716,16.0,1.2,Essence,meca,5.0,gris,non,69,5972,autre
717,90.0,1.4,Essence,meca,5.0,gris,non,44,7861,autre
718,65.0,1.5,Diesel,meca,3.0,autre,non,93,6354,autre
719,60.0,1.2,Essence,meca,5.0,gris,non,77,3750,autre
720,75.0,0.9,Essence,meca,5.0,blanc,non,62,544,Limited
721,90.0,0.9,Essence,meca,5.0,blanc,oui,56,491,Business
722,90.0,0.9,Essence,meca,5.0,gris,oui,59,507,Business
723,90.0,1.5,Diesel,auto,5.0,rouge,non,93,423,Intens
724,220.0,1.6,Essence,auto,5.0,noir,oui,67,915,RS
725,90.0,1.5,Diesel,meca,5.0,gris,oui,76,1991,Zen
726,90.0,0.9,Essence,meca,5.0,rouge,non,54,899,Business
727,115.0,1.5,Diesel,meca,5.0,rouge,oui,45,117,Business
728,100.0,1.0,Essence,meca,5.0,titane,non,73,86,Intens
729,75.0,1.5,Diesel,meca,5.0,bleu,oui,14,1005,Business
730,100.0,1.0,Essence,meca,0.0,rouge,non,55,105,Intens
731,100.0,1.2,Essence,meca,5.0,autre,non,49,2990,Intens
732,75.0,1.5,Diesel,meca,3.0,blanc,oui,35,2378,Societe
733,90.0,1.5,Diesel,auto,5.0,gris,oui,13,947,Business
734,90.0,1.5,Diesel,meca,5.0,noir,non,63,731,Intens
735,90.0,1.5,Diesel,auto,5.0,noir,oui,57,601,Intens
736,100.0,1.0,Essence,meca,5.0,bleu,non,59,51,Intens
737,75.0,1.2,Essence,meca,3.0,rouge,non,75,4728,Intens
738,90.0,1.2,Essence,meca,3.0,gris,non,94,6977,autre
739,75.0,1.2,Essence,meca,3.0,noir,oui,77,4338,autre
740,75.0,1.5,Diesel,meca,5.0,blanc,non,24,1753,Societe
741,70.0,1.5,Diesel,meca,5.0,gris,non,26,3719,autre
742,100.0,1.4,Essence,meca,5.0,bleu,non,25,5216,autre
743,85.0,1.5,Diesel,meca,5.0,gris,non,92,5106,autre
744,75.0,1.5,Diesel,meca,5.0,gris,non,19,2609,Business
745,85.0,1.5,Diesel,meca,5.0,bleu,non,59,4858,Expression
746,90.0,0.9,Essence,meca,5.0,gris,oui,54,1000,Business
747,90.0,0.9,Essence,meca,5.0,gris,non,17,887,Business
748,75.0,1.2,Essence,meca,3.0,blanc,non,78,2429,Zen
749,90.0,1.5,Diesel,meca,5.0,bleu,non,73,2580,Limited
750,16.0,1.4,Essence,auto,5.0,gris,non,95,6673,autre
751,16.0,1.6,Essence,meca,5.0,autre,non,78,7313,autre
752,85.0,1.5,Diesel,meca,5.0,autre,oui,94,3694,autre
753,90.0,1.5,Diesel,meca,5.0,gris,non,17,528,Intens
754,90.0,0.9,Essence,meca,5.0,gris,non,84,619,Intens
755,90.0,0.9,Essence,meca,5.0,gris,oui,30,504,Intens
756,90.0,0.9,Essence,meca,5.0,titane,non,38,615,Limited
757,16.0,1.2,Essence,meca,5.0,gris,non,79,5409,autre
758,75.0,1.5,Diesel,meca,3.0,rouge,non,41,3477,Intens
759,203.0,2.0,Essence,meca,3.0,bleu,non,36,3314,RS
760,70.0,1.5,Diesel,meca,3.0,blanc,non,44,4445,Societe
761,90.0,0.9,Essence,meca,5.0,gris,non,82,971,Business
762,16.0,1.4,Essence,meca,5.0,autre,non,42,6533,autre
763,255.0,1.2,Essence,meca,3.0,rouge,non,63,6277,RS
764,75.0,1.5,Diesel,meca,5.0,autre,non,38,3499,Expression
765,16.0,1.4,Essence,meca,5.0,gris,non,94,4954,autre
766,75.0,0.9,Essence,meca,5.0,gris,oui,91,443,Business
767,90.0,0.9,Essence,meca,5.0,gris,oui,64,932,Intens
768,100.0,1.2,Essence,meca,3.0,noir,non,36,4416,autre
769,85.0,1.5,Diesel,meca,3.0,rouge,non,2,4948,autre
770,100.0,1.0,Essence,meca,5.0,titane,oui,54,29,Intens
771,75.0,0.9,Essence,meca,5.0,platine,oui,42,609,Limited
772,90.0,0.9,Essence,meca,5.0,gris,oui,31,979,Zen
773,90.0,0.9,Essence,meca,5.0,gris,oui,86,303,autre
774,90.0,1.5,Diesel,meca,5.0,bleu,non,26,727,Intens
775,90.0,0.9,Essence,meca,5.0,rouge,non,91,467,Limited
776,90.0,0.9,Essence,meca,5.0,gris,oui,94,879,Zen
777,100.0,1.0,Essence,meca,5.0,noir,non,77,167,Intens
778,75.0,1.5,Diesel,meca,5.0,titane,oui,82,822,Business
779,75.0,1.5,Diesel,meca,5.0,gris,non,27,1310,Business
780,90.0,0.9,Essence,meca,5.0,gris,non,21,399,autre
781,90.0,1.5,Diesel,meca,5.0,gris,oui,72,504,Intens
782,90.0,1.5,Diesel,auto,5.0,noir,oui,10,500,Intens
