,horsepower,engine,energie,boite_de_vitesse,porte,couleur,premiere_main,departement,age,Finition
27770,90.0,0.9,Essence,meca,5.0,gris,oui,64,1602,Limited
27771,90.0,0.9,Essence,meca,5.0,rouge,non,56,493,Limited
27772,90.0,0.9,Essence,meca,5.0,rouge,non,67,1467,Zen
27773,90.0,0.9,Essence,meca,5.0,noir,oui,92,525,Intens
27774,75.0,1.5,Diesel,meca,5.0,rouge,non,34,2718,Limited
27775,90.0,0.9,Essence,meca,5.0,gris,non,49,579,Intens
27776,90.0,0.9,Essence,meca,5.0,gris,oui,76,1111,Limited
27777,90.0,0.9,Essence,meca,5.0,gris,non,6,858,Limited
27778,90.0,0.9,Essence,meca,5.0,noir,oui,78,719,autre
27779,75.0,1.5,Diesel,meca,5.0,gris,non,93,1216,Business
27780,75.0,1.5,Diesel,meca,5.0,noir,non,93,764,Business
27781,90.0,0.9,Essence,meca,5.0,rouge,non,51,403,Intens
27782,90.0,0.9,Essence,meca,5.0,bleu,oui,59,334,Intens
27783,90.0,0.9,Essence,meca,5.0,platine,non,71,845,Business
27784,90.0,0.9,Essence,meca,5.0,blanc,oui,59,1144,Business
27785,120.0,1.2,Essence,auto,5.0,gris,non,30,586,Intens
27786,75.0,1.5,Diesel,meca,5.0,blanc,non,17,638,Intens
27787,90.0,1.5,Diesel,meca,5.0,noir,non,77,472,Zen
27788,85.0,1.5,Diesel,meca,5.0,noir,non,6,3875,Limited
27789,90.0,0.9,Essence,meca,5.0,rouge,oui,51,673,autre
27790,90.0,1.5,Diesel,meca,5.0,blanc,non,34,595,Business
27791,90.0,1.5,Diesel,meca,5.0,gris,oui,71,1012,Intens
27792,90.0,1.5,Diesel,meca,5.0,noir,non,77,376,autre
27793,75.0,1.5,Diesel,meca,5.0,gris,non,29,382,Intens
27794,75.0,1.5,Diesel,meca,5.0,gris,oui,91,1157,Business
27795,75.0,1.5,Diesel,meca,5.0,gris,non,94,773,Limited
27796,90.0,0.9,Essence,meca,5.0,gris,oui,77,512,Limited
27797,95.0,0.9,Essence,meca,5.0,autre,non,59,2336,Business
27798,75.0,1.5,Diesel,meca,5.0,blanc,oui,14,867,Business
27799,90.0,1.5,Diesel,meca,5.0,gris,oui,14,758,Business
27800,90.0,0.9,Essence,meca,5.0,gris,non,62,302,autre
27801,90.0,0.9,Essence,meca,5.0,rouge,non,5,1166,Zen
27802,100.0,1.2,Essence,meca,5.0,autre,non,77,4175,Business
27803,90.0,0.9,Essence,meca,5.0,bleu,oui,25,500,Intens
27804,90.0,0.9,Essence,meca,5.0,gris,oui,64,457,Intens
27805,90.0,0.9,Essence,meca,5.0,noir,non,13,693,Limited
27806,75.0,0.9,Essence,meca,5.0,blanc,non,67,513,Expression
27807,90.0,0.9,Essence,meca,5.0,blanc,non,34,546,Intens
27808,90.0,0.9,Essence,meca,5.0,platine,non,78,1017,Intens
27809,90.0,0.9,Essence,meca,5.0,blanc,non,83,1015,Limited
27810,90.0,0.9,Essence,meca,5.0,rouge,oui,90,905,autre
27811,90.0,0.9,Essence,meca,5.0,noir,non,34,455,Business
27812,90.0,1.5,Diesel,meca,5.0,gris,oui,49,1260,Limited
27813,75.0,1.5,Diesel,meca,5.0,blanc,oui,89,1759,Limited
27814,90.0,0.9,Essence,meca,5.0,noir,non,73,38,Limited
27815,90.0,0.9,Essence,meca,5.0,blanc,non,60,639,Business
27816,90.0,0.9,Essence,meca,5.0,gris,non,59,958,Business
27817,90.0,1.5,Diesel,auto,5.0,gris,non,26,464,Societe
27818,90.0,0.9,Essence,meca,5.0,gris,non,57,116,Limited
27819,90.0,1.5,Diesel,meca,5.0,gris,non,35,1580,Zen
27820,90.0,1.5,Diesel,meca,5.0,gris,non,40,758,Intens
27821,75.0,1.2,Essence,meca,5.0,rouge,oui,95,1407,Intens
27822,75.0,1.2,Essence,meca,5.0,blanc,oui,49,929,Business
27823,90.0,1.5,Diesel,meca,5.0,blanc,non,11,1286,Zen
27824,90.0,1.5,Diesel,auto,5.0,rouge,oui,44,1029,Intens
27825,90.0,1.5,Diesel,meca,5.0,titane,non,40,789,Zen
27826,100.0,1.0,Essence,meca,5.0,gris,oui,77,198,Zen
27827,75.0,1.5,Diesel,meca,5.0,gris,non,44,885,Business
27828,90.0,1.5,Diesel,meca,5.0,blanc,non,25,860,Intens
27829,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,2415,Intens
27830,100.0,1.0,Essence,meca,5.0,blanc,non,69,301,Zen
27831,120.0,1.2,Essence,auto,5.0,gris,non,35,1671,Business
27832,90.0,0.9,Essence,meca,5.0,blanc,non,42,882,Societe
27833,90.0,0.9,Essence,meca,5.0,noir,non,91,856,Societe
27834,90.0,0.9,Essence,meca,5.0,gris,non,65,1488,RS
27835,90.0,0.9,Essence,meca,5.0,gris,non,5,594,autre
27836,90.0,0.9,Essence,meca,5.0,gris,non,31,67,Limited
27837,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1903,Intens
27838,75.0,1.5,Diesel,meca,5.0,blanc,oui,69,1791,Intens
27839,75.0,1.5,Diesel,meca,5.0,noir,oui,79,939,Limited
27840,110.0,1.5,Diesel,meca,5.0,noir,oui,17,1184,Limited
27841,75.0,1.5,Diesel,meca,5.0,blanc,non,84,885,Business
27842,75.0,1.5,Diesel,meca,5.0,gris,oui,62,754,Business
27843,75.0,1.5,Diesel,meca,5.0,blanc,non,65,1039,Business
27844,90.0,1.5,Diesel,meca,5.0,gris,oui,30,777,Intens
27845,90.0,0.9,Essence,meca,5.0,gris,oui,45,423,Business
27846,90.0,0.9,Essence,meca,5.0,platine,non,21,852,Business
27847,75.0,0.9,Essence,meca,5.0,gris,non,85,679,Business
27848,75.0,1.2,Essence,meca,5.0,gris,non,95,2962,Business
27849,85.0,1.5,Diesel,meca,5.0,noir,non,13,3655,Intens
27850,90.0,0.9,Essence,meca,5.0,bleu,non,95,495,Limited
27851,90.0,0.9,Essence,meca,5.0,gris,oui,67,299,autre
27852,90.0,0.9,Essence,meca,5.0,gris,oui,54,480,autre
27853,90.0,0.9,Essence,meca,5.0,gris,non,33,255,autre
27854,90.0,1.5,Diesel,meca,5.0,blanc,oui,40,1366,Intens
27855,90.0,1.5,Diesel,meca,5.0,gris,non,57,982,autre
27856,120.0,1.2,Essence,meca,5.0,bleu,non,60,1399,Intens
27857,120.0,1.2,Essence,auto,5.0,noir,oui,75,1381,Intens
27858,110.0,1.5,Diesel,meca,5.0,rouge,non,52,1150,Business
27859,90.0,1.5,Diesel,meca,5.0,gris,oui,92,627,Business
27860,90.0,0.9,Essence,meca,5.0,gris,oui,42,105,Intens
27861,75.0,1.2,Essence,meca,5.0,gris,oui,78,1062,Intens
27862,90.0,0.9,Essence,meca,5.0,gris,oui,31,409,Intens
27863,90.0,0.9,Essence,meca,5.0,noir,non,78,603,Business
27864,90.0,0.9,Essence,meca,5.0,noir,non,73,578,Limited
27865,90.0,0.9,Essence,meca,5.0,blanc,non,45,481,Limited
27866,90.0,0.9,Essence,meca,5.0,gris,oui,6,601,Intens
27867,85.0,1.5,Diesel,meca,3.0,rouge,non,81,5004,Limited
27868,90.0,0.9,Essence,meca,5.0,gris,non,34,595,Limited
27869,90.0,0.9,Essence,meca,5.0,rouge,non,13,672,Intens
27870,90.0,0.9,Essence,meca,5.0,rouge,non,13,379,autre
27871,90.0,0.9,Essence,meca,5.0,gris,non,62,770,Expression
27872,90.0,0.9,Essence,meca,5.0,rouge,oui,70,81,Intens
27873,75.0,0.9,Essence,meca,5.0,gris,non,62,564,Limited
27874,75.0,0.9,Essence,meca,5.0,blanc,non,26,530,Limited
27875,90.0,0.9,Essence,meca,5.0,rouge,non,63,320,autre
27876,75.0,1.5,Diesel,meca,5.0,blanc,oui,71,1388,Zen
27877,60.0,1.2,Essence,meca,3.0,gris,non,95,4368,Business
27878,90.0,0.9,Essence,meca,5.0,gris,non,77,821,Business
27879,75.0,1.2,Essence,meca,3.0,noir,non,75,3270,Intens
27880,75.0,1.2,Essence,meca,5.0,blanc,non,95,3399,Zen
27881,75.0,1.2,Essence,meca,5.0,gris,non,56,855,autre
27882,115.0,1.5,Diesel,meca,5.0,orange,non,21,213,Intens
27883,90.0,0.9,Essence,meca,5.0,noir,non,77,2383,autre
27884,90.0,1.5,Diesel,meca,5.0,blanc,oui,89,2079,Business
27885,90.0,0.9,Essence,meca,5.0,noir,non,77,410,autre
27886,85.0,1.5,Diesel,meca,5.0,gris,oui,75,445,Intens
27887,75.0,0.9,Essence,meca,5.0,bleu,non,42,44,Intens
27888,75.0,1.2,Essence,meca,5.0,blanc,non,68,1887,Societe
27889,100.0,0.9,Essence,meca,5.0,titane,non,57,2,Limited
27890,75.0,1.5,Diesel,meca,5.0,blanc,non,44,1413,Zen
27891,90.0,1.5,Diesel,meca,5.0,autre,oui,42,1725,Zen
27892,100.0,1.0,Essence,meca,5.0,gris,oui,72,50,Zen
27893,100.0,1.0,Essence,meca,5.0,noir,non,78,405,autre
27894,100.0,1.0,Essence,meca,5.0,platine,non,77,61,Business
27895,75.0,1.5,Diesel,meca,5.0,blanc,oui,95,1344,Business
27896,100.0,1.0,Essence,meca,5.0,gris,oui,54,389,Intens
27897,100.0,1.0,Essence,meca,5.0,blanc,non,86,163,Zen
27898,85.0,1.5,Diesel,meca,5.0,gris,oui,69,381,Intens
27899,100.0,1.0,Essence,meca,5.0,orange,oui,90,390,Societe
27900,100.0,1.0,Essence,meca,5.0,gris,non,10,32,Zen
27901,100.0,1.0,Essence,meca,5.0,rouge,non,80,291,Zen
27902,90.0,1.5,Diesel,meca,5.0,noir,oui,30,1421,Zen
27903,75.0,1.5,Diesel,meca,5.0,blanc,non,38,581,Intens
27904,75.0,1.5,Diesel,meca,5.0,blanc,oui,44,740,Intens
27905,90.0,0.9,Essence,meca,5.0,gris,oui,34,547,Zen
27906,90.0,0.9,Essence,meca,5.0,rouge,non,7,472,Intens
27907,90.0,0.9,Essence,meca,5.0,rouge,oui,93,645,Business
27908,90.0,1.5,Diesel,meca,5.0,noir,oui,28,629,Business
27909,100.0,1.4,Essence,meca,5.0,bleu,non,50,6261,Intens
27910,70.0,1.5,Diesel,meca,5.0,gris,non,13,5088,Intens
27911,90.0,0.9,Essence,meca,5.0,gris,oui,39,609,Limited
27912,90.0,0.9,Essence,meca,5.0,gris,non,77,450,Limited
27913,90.0,0.9,Essence,meca,5.0,platine,non,16,1085,autre
27914,90.0,1.5,Diesel,meca,5.0,gris,oui,31,790,Expression
27915,90.0,0.9,Essence,meca,5.0,gris,oui,77,595,Intens
27916,90.0,0.9,Essence,meca,5.0,gris,oui,77,481,Intens
27917,90.0,1.5,Diesel,meca,5.0,gris,non,13,887,Limited
27918,90.0,0.9,Essence,meca,5.0,gris,non,9,77,Intens
27919,75.0,1.2,Essence,meca,5.0,gris,non,35,1199,Limited
27920,75.0,1.2,Essence,meca,5.0,blanc,oui,6,916,autre
27921,120.0,1.2,Essence,meca,5.0,platine,non,47,1209,Limited
27922,90.0,0.9,Essence,meca,5.0,rouge,oui,59,1630,autre
27923,90.0,0.9,Essence,meca,5.0,noir,non,57,540,autre
27924,90.0,1.5,Diesel,meca,5.0,titane,non,65,401,autre
27925,90.0,1.5,Diesel,meca,5.0,titane,non,21,358,Intens
27926,85.0,1.5,Diesel,meca,5.0,noir,non,93,3389,Limited
27927,75.0,0.9,Essence,meca,5.0,platine,non,26,560,Limited
27928,90.0,0.9,Essence,meca,5.0,gris,oui,30,577,Limited
27929,90.0,0.9,Essence,meca,5.0,gris,oui,70,1119,Intens
27930,90.0,0.9,Essence,meca,5.0,gris,non,54,564,Intens
27931,90.0,0.9,Essence,meca,5.0,rouge,non,77,1209,Business
27932,75.0,1.5,Diesel,meca,5.0,blanc,non,35,922,Business
27933,90.0,0.9,Essence,meca,5.0,blanc,non,83,1345,Business
27934,90.0,1.5,Diesel,meca,5.0,gris,oui,45,2007,Limited
27935,90.0,1.5,Diesel,meca,5.0,gris,non,59,1227,Intens
27936,90.0,1.5,Diesel,meca,5.0,gris,oui,57,1690,Business
27937,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1856,autre
27938,90.0,0.9,Essence,meca,5.0,gris,non,42,1007,Business
27939,90.0,0.9,Essence,meca,5.0,noir,non,14,944,Limited
27940,90.0,0.9,Essence,meca,5.0,gris,non,94,958,Expression
27941,75.0,1.5,Diesel,meca,5.0,blanc,oui,38,1105,Business
27942,75.0,1.5,Diesel,meca,5.0,bleu,oui,93,1007,Limited
27943,90.0,1.5,Diesel,meca,5.0,gris,oui,45,1359,Zen
27944,90.0,1.5,Diesel,meca,5.0,gris,oui,95,576,Zen
27945,90.0,1.5,Diesel,auto,5.0,gris,oui,45,1510,autre
27946,85.0,1.5,Diesel,meca,5.0,gris,non,13,4098,Business
27947,85.0,1.5,Diesel,meca,3.0,noir,non,10,3845,Business
27948,90.0,0.9,Essence,meca,5.0,noir,non,33,465,Intens
27949,90.0,0.9,Essence,meca,5.0,gris,non,83,568,Intens
27950,100.0,1.2,Essence,meca,5.0,gris,non,70,3679,Expression
27951,75.0,0.9,Essence,meca,5.0,blanc,non,16,571,Expression
27952,90.0,0.9,Essence,meca,5.0,gris,non,57,795,Business
27953,100.0,1.2,Essence,meca,5.0,rouge,oui,60,4026,Intens
27954,75.0,0.9,Essence,meca,5.0,blanc,non,36,811,autre
27955,90.0,0.9,Essence,meca,5.0,rouge,oui,54,743,Business
27956,90.0,0.9,Essence,meca,5.0,gris,non,41,895,Business
27957,90.0,0.9,Essence,meca,5.0,noir,oui,69,637,autre
27958,90.0,0.9,Essence,meca,5.0,gris,oui,38,1091,Limited
27959,90.0,0.9,Essence,meca,5.0,platine,oui,92,583,Business
27960,90.0,0.9,Essence,meca,5.0,platine,oui,13,972,Intens
27961,100.0,1.2,Essence,meca,5.0,gris,oui,72,4700,Intens
27962,90.0,0.9,Essence,meca,5.0,autre,non,57,34,Intens
27963,70.0,1.5,Diesel,meca,5.0,gris,non,74,4080,Intens
27964,70.0,1.5,Diesel,meca,3.0,blanc,non,88,4831,Limited
27965,75.0,1.2,Essence,meca,5.0,noir,non,75,2824,autre
27966,85.0,1.5,Diesel,meca,5.0,autre,non,40,3623,Intens
27967,75.0,1.2,Essence,meca,5.0,rouge,non,59,1575,Expression
27968,75.0,1.5,Diesel,meca,5.0,gris,non,14,1353,autre
27969,100.0,1.0,Essence,meca,5.0,gris,non,46,387,autre
27970,100.0,1.0,Essence,meca,5.0,noir,non,31,84,autre
27971,90.0,1.5,Diesel,meca,5.0,bleu,oui,31,627,Limited
27972,75.0,1.5,Diesel,meca,5.0,blanc,non,13,1470,Business
27973,75.0,1.5,Diesel,meca,5.0,blanc,oui,51,1738,Intens
27974,90.0,1.5,Diesel,meca,5.0,noir,non,49,999,Intens
27975,90.0,1.5,Diesel,meca,5.0,gris,oui,24,901,Business
27976,90.0,0.9,Essence,meca,5.0,blanc,non,38,675,Societe
27977,75.0,1.2,Essence,meca,5.0,gris,oui,31,1818,Societe
27978,75.0,1.5,Diesel,meca,5.0,bleu,oui,75,2166,Intens
27979,90.0,1.5,Diesel,meca,5.0,gris,non,94,1282,Limited
27980,75.0,1.5,Diesel,meca,5.0,blanc,oui,93,1828,Intens
27981,100.0,1.0,Essence,meca,5.0,gris,non,10,93,Limited
27982,100.0,1.0,Essence,meca,5.0,orange,oui,34,410,Zen
27983,115.0,1.5,Diesel,meca,5.0,gris,non,45,287,Business
27984,90.0,1.5,Diesel,meca,5.0,gris,non,36,1141,Zen
27985,90.0,1.5,Diesel,meca,5.0,blanc,oui,91,1414,Intens
27986,90.0,1.5,Diesel,meca,5.0,blanc,oui,91,1636,Zen
27987,75.0,1.2,Essence,meca,5.0,noir,non,77,873,Business
27988,75.0,1.2,Essence,meca,5.0,blanc,non,62,1173,Business
27989,90.0,1.5,Diesel,meca,5.0,gris,non,16,1473,Societe
27990,90.0,1.5,Diesel,auto,5.0,rouge,non,51,861,Societe
27991,75.0,1.5,Diesel,meca,5.0,gris,non,79,1416,Limited
27992,110.0,1.5,Diesel,meca,5.0,blanc,non,95,894,Limited
27993,115.0,1.5,Diesel,meca,5.0,noir,oui,83,530,Intens
27994,90.0,1.5,Diesel,meca,5.0,blanc,oui,22,1841,Business
27995,100.0,1.0,Essence,meca,5.0,gris,non,25,339,Zen
27996,90.0,1.5,Diesel,meca,5.0,blanc,non,40,1829,Intens
27997,90.0,1.5,Diesel,auto,5.0,autre,non,88,2042,Zen
27998,90.0,1.5,Diesel,meca,5.0,blanc,oui,49,1114,Zen
27999,90.0,1.5,Diesel,meca,5.0,gris,non,78,939,Zen
28000,100.0,1.2,Essence,meca,5.0,bleu,non,95,4120,Limited
28001,105.0,1.5,Diesel,meca,5.0,autre,non,91,2888,Business
28002,90.0,0.9,Essence,meca,5.0,gris,oui,91,1064,Business
28003,90.0,0.9,Essence,meca,5.0,bleu,oui,54,626,Intens
28004,90.0,0.9,Essence,meca,5.0,gris,oui,76,1066,autre
28005,90.0,0.9,Essence,meca,5.0,blanc,non,42,927,Intens
28006,75.0,1.2,Essence,meca,5.0,blanc,oui,49,949,Zen
28007,75.0,1.2,Essence,meca,5.0,blanc,oui,30,666,Business
28008,120.0,1.2,Essence,meca,5.0,autre,oui,95,1086,Zen
28009,110.0,1.5,Diesel,meca,5.0,noir,non,63,928,autre
28010,75.0,1.5,Diesel,meca,5.0,bleu,oui,91,1262,Zen
28011,75.0,1.5,Diesel,meca,5.0,gris,oui,78,458,autre
28012,75.0,1.5,Diesel,meca,5.0,blanc,non,17,869,Intens
28013,75.0,1.5,Diesel,meca,5.0,gris,non,51,704,Intens
28014,75.0,1.2,Essence,meca,5.0,gris,oui,68,2193,Business
28015,120.0,1.2,Essence,meca,5.0,bleu,oui,85,1195,Business
28016,90.0,0.9,Essence,meca,5.0,rouge,oui,64,660,Business
28017,90.0,0.9,Essence,meca,5.0,gris,non,62,756,Limited
28018,110.0,1.5,Diesel,meca,5.0,noir,non,27,1447,Zen
28019,110.0,1.5,Diesel,meca,5.0,bleu,oui,69,805,Intens
28020,90.0,0.9,Essence,meca,5.0,rouge,oui,6,429,Business
28021,100.0,1.2,Essence,meca,5.0,gris,non,25,3115,Intens
28022,70.0,1.5,Diesel,meca,5.0,gris,oui,89,4958,Intens
28023,75.0,1.5,Diesel,meca,3.0,blanc,oui,69,2399,Intens
28024,75.0,0.9,Essence,meca,5.0,blanc,oui,90,797,Limited
28025,85.0,1.5,Diesel,meca,5.0,gris,non,31,5209,Intens
28026,90.0,0.9,Essence,meca,5.0,gris,non,94,1158,autre
28027,90.0,0.9,Essence,meca,5.0,blanc,non,34,645,Societe
28028,75.0,1.2,Essence,meca,5.0,bleu,non,76,3382,Business
28029,90.0,1.5,Diesel,auto,5.0,blanc,non,83,500,Expression
28030,90.0,1.5,Diesel,meca,5.0,gris,oui,7,745,Business
28031,100.0,1.0,Essence,meca,5.0,gris,oui,33,129,Business
28032,75.0,1.2,Essence,meca,5.0,autre,oui,77,4108,autre
28033,90.0,0.9,Essence,meca,5.0,gris,oui,33,1095,Business
28034,90.0,0.9,Essence,meca,5.0,gris,non,91,292,autre
28035,100.0,1.4,Essence,meca,3.0,bleu,non,37,7047,Intens
28036,100.0,1.2,Essence,meca,5.0,gris,non,92,3468,autre
28037,90.0,0.9,Essence,meca,5.0,noir,oui,33,315,Business
28038,90.0,0.9,Essence,meca,5.0,gris,non,34,868,Limited
28039,75.0,1.2,Essence,meca,5.0,rouge,non,16,1054,autre
28040,120.0,1.2,Essence,meca,5.0,rouge,non,38,1469,autre
28041,120.0,1.2,Essence,meca,5.0,gris,oui,95,1211,autre
28042,90.0,0.9,Essence,meca,5.0,gris,oui,6,1015,Intens
28043,90.0,0.9,Essence,meca,5.0,gris,non,36,1039,Limited
28044,100.0,1.0,Essence,meca,5.0,noir,non,45,316,Intens
28045,130.0,1.3,Essence,auto,5.0,bleu,oui,95,344,Intens
28046,90.0,0.9,Essence,meca,5.0,noir,non,29,347,Business
28047,75.0,1.2,Essence,meca,5.0,gris,non,77,3246,Business
28048,100.0,1.2,Essence,meca,5.0,gris,non,93,3811,Zen
28049,75.0,0.9,Essence,meca,5.0,gris,non,76,320,RS
28050,75.0,1.5,Diesel,meca,5.0,gris,oui,87,1375,Intens
28051,75.0,1.5,Diesel,meca,5.0,noir,oui,31,777,autre
28052,75.0,1.5,Diesel,meca,5.0,blanc,non,35,893,autre
28053,75.0,1.5,Diesel,meca,5.0,blanc,non,44,485,autre
28054,90.0,0.9,Essence,meca,5.0,noir,non,85,316,Business
28055,75.0,1.5,Diesel,meca,5.0,gris,non,36,527,Business
28056,90.0,0.9,Essence,meca,5.0,autre,non,77,771,Business
28057,128.0,1.6,Essence,meca,3.0,noir,non,60,3341,Business
28058,75.0,1.2,Essence,meca,5.0,blanc,oui,37,735,Intens
28059,75.0,1.2,Essence,meca,3.0,gris,non,95,4981,Business
28060,90.0,0.9,Essence,meca,5.0,gris,non,9,477,Intens
28061,90.0,0.9,Essence,meca,5.0,blanc,non,26,810,autre
28062,75.0,1.4,Essence,meca,5.0,orange,non,58,5902,autre
28063,90.0,0.9,Essence,meca,5.0,blanc,oui,13,1045,autre
28064,90.0,0.9,Essence,meca,5.0,gris,oui,92,1564,Business
28065,90.0,0.9,Essence,meca,5.0,noir,oui,44,994,Business
28066,90.0,0.9,Essence,meca,5.0,rouge,non,71,629,autre
28067,90.0,0.9,Essence,meca,5.0,blanc,non,21,428,Business
28068,90.0,1.5,Diesel,auto,5.0,noir,non,77,521,Zen
28069,90.0,0.9,Essence,meca,5.0,blanc,oui,42,8,Zen
28070,75.0,1.2,Essence,meca,5.0,gris,non,62,804,Limited
28071,90.0,0.9,Essence,meca,5.0,blanc,oui,26,1009,Business
28072,90.0,0.9,Essence,meca,5.0,blanc,non,56,185,Intens
28073,75.0,1.5,Diesel,meca,5.0,rouge,non,10,455,Limited
28074,90.0,0.9,Essence,meca,5.0,gris,non,27,464,autre
28075,90.0,0.9,Essence,meca,5.0,rouge,non,68,32,autre
28076,90.0,1.5,Diesel,meca,5.0,gris,non,31,920,Zen
28077,90.0,1.5,Diesel,meca,5.0,gris,non,38,416,Business
28078,90.0,1.5,Diesel,meca,5.0,gris,non,62,481,Intens
28079,75.0,1.5,Diesel,meca,5.0,blanc,non,44,1754,Zen
28080,120.0,1.2,Essence,auto,5.0,noir,non,63,2290,autre
28081,90.0,0.9,Essence,meca,5.0,gris,non,91,929,Intens
28082,90.0,1.5,Diesel,meca,5.0,gris,non,32,1654,Limited
28083,90.0,0.9,Essence,meca,5.0,gris,non,76,360,autre
28084,90.0,0.9,Essence,meca,5.0,noir,non,95,523,Intens
28085,90.0,0.9,Essence,meca,5.0,gris,oui,83,1090,Intens
28086,90.0,0.9,Essence,meca,5.0,titane,oui,26,1391,Business
28087,90.0,0.9,Essence,meca,5.0,bleu,oui,95,363,Intens
28088,90.0,0.9,Essence,meca,5.0,noir,non,60,1077,Limited
28089,90.0,0.9,Essence,meca,5.0,noir,non,54,1246,Zen
28090,90.0,1.5,Diesel,meca,5.0,noir,oui,6,1235,Intens
28091,75.0,1.2,Essence,meca,5.0,blanc,non,85,1601,Business
28092,90.0,0.9,Essence,meca,5.0,blanc,oui,6,561,Intens
28093,90.0,0.9,Essence,meca,5.0,gris,oui,87,413,Intens
28094,90.0,0.9,Essence,meca,5.0,gris,non,42,1126,Intens
28095,90.0,0.9,Essence,meca,5.0,platine,non,21,1282,autre
28096,90.0,1.5,Diesel,meca,5.0,noir,non,14,1584,Intens
28097,120.0,1.2,Essence,meca,5.0,gris,non,34,1003,Intens
28098,90.0,0.9,Essence,meca,5.0,gris,oui,51,2141,Limited
28099,75.0,1.5,Diesel,meca,5.0,blanc,oui,44,1405,Limited
28100,90.0,1.5,Diesel,meca,5.0,rouge,oui,2,1892,Business
28101,90.0,0.9,Essence,meca,5.0,gris,oui,83,835,Intens
28102,75.0,1.2,Essence,meca,5.0,gris,oui,33,1577,Limited
28103,75.0,1.2,Essence,meca,5.0,blanc,non,35,1627,Business
28104,120.0,1.2,Essence,auto,5.0,rouge,oui,57,2416,Zen
28105,90.0,1.5,Diesel,meca,5.0,gris,non,85,1424,Zen
28106,75.0,1.5,Diesel,meca,5.0,blanc,non,56,1496,autre
28107,90.0,1.5,Diesel,meca,5.0,blanc,oui,91,1071,Zen
28108,90.0,0.9,Essence,meca,5.0,rouge,non,62,550,autre
28109,90.0,1.5,Diesel,meca,5.0,noir,non,93,3296,Business
28110,90.0,0.9,Essence,meca,5.0,gris,non,83,608,Societe
28111,90.0,0.9,Essence,meca,5.0,noir,oui,30,643,Business
28112,90.0,0.9,Essence,meca,5.0,rouge,oui,38,984,Intens
28113,90.0,0.9,Essence,meca,5.0,gris,oui,44,988,Intens
28114,75.0,1.5,Diesel,meca,3.0,gris,non,24,3185,Limited
28115,128.0,1.6,Essence,meca,5.0,gris,non,34,3655,Limited
28116,75.0,1.2,Essence,meca,5.0,blanc,non,31,1188,Zen
28117,90.0,1.6,Essence,meca,5.0,gris,non,93,6618,Zen
28118,200.0,2.0,Essence,meca,3.0,gris,non,95,4687,Expression
28119,90.0,0.9,Essence,meca,5.0,noir,oui,26,664,autre
28120,75.0,1.5,Diesel,meca,5.0,gris,non,38,3026,Limited
28121,75.0,1.5,Diesel,meca,5.0,gris,non,76,606,autre
28122,90.0,0.9,Essence,meca,5.0,blanc,non,10,5,RS
28123,75.0,1.5,Diesel,meca,5.0,platine,non,56,573,Intens
28124,90.0,0.9,Essence,meca,5.0,noir,oui,93,558,Intens
28125,75.0,1.4,Essence,meca,5.0,bleu,non,78,7202,Business
28126,75.0,1.0,Essence,meca,5.0,rouge,non,49,74,Zen
28127,75.0,1.2,Essence,meca,5.0,gris,non,21,6453,Business
28128,85.0,1.5,Diesel,meca,5.0,gris,non,59,4427,Limited
28129,75.0,1.2,Essence,meca,5.0,gris,oui,93,2975,autre
28130,85.0,1.5,Diesel,meca,5.0,autre,non,93,5120,Intens
28131,90.0,0.9,Essence,meca,5.0,noir,non,33,737,Expression
28132,75.0,1.5,Diesel,meca,5.0,gris,non,69,759,autre
28133,75.0,1.5,Diesel,meca,5.0,gris,oui,13,606,autre
28134,90.0,1.5,Diesel,meca,5.0,blanc,oui,13,531,autre
28135,75.0,1.2,Essence,meca,5.0,rouge,oui,29,2856,Business
28136,90.0,0.9,Essence,meca,5.0,platine,non,71,916,Business
28137,75.0,1.2,Essence,meca,5.0,gris,non,79,1111,Zen
28138,90.0,0.9,Essence,meca,5.0,gris,non,44,495,Business
28139,90.0,0.9,Essence,meca,5.0,gris,oui,34,454,autre
28140,90.0,0.9,Essence,meca,5.0,platine,non,21,947,Zen
28141,90.0,0.9,Essence,meca,5.0,gris,non,59,480,autre
28142,90.0,0.9,Essence,meca,5.0,rouge,oui,40,1272,Business
28143,75.0,0.9,Essence,meca,5.0,gris,non,29,430,Business
28144,90.0,0.9,Essence,meca,5.0,titane,non,63,582,Limited
28145,90.0,0.9,Essence,meca,5.0,gris,oui,13,585,Business
28146,80.0,1.5,Diesel,meca,5.0,bleu,non,34,5804,Intens
28147,90.0,0.9,Essence,meca,5.0,gris,oui,78,901,Business
28148,75.0,0.9,Essence,meca,5.0,gris,non,20,444,Intens
28149,90.0,0.9,Essence,meca,5.0,platine,non,65,980,Intens
28150,75.0,1.2,Essence,meca,5.0,gris,oui,95,624,autre
28151,75.0,1.5,Diesel,meca,5.0,noir,non,72,3001,Business
28152,75.0,0.9,Essence,meca,5.0,blanc,oui,43,439,autre
28153,85.0,1.5,Diesel,meca,3.0,gris,non,94,4573,Business
28154,90.0,0.9,Essence,meca,5.0,rouge,non,31,99,autre
28155,90.0,1.5,Diesel,meca,5.0,gris,oui,38,1592,Business
